Symbol,Industry,Sector
SHIP,Marine Shipping,Industrials
ATLN,Staffing & Employment Services,Industrials
HCAC,Shell Companies,Financials
VNME,Shell Companies,Financials
TRGS,Shell Companies,Financials
PRLD,Biotechnology,Healthcare
BGIN,Computer Hardware,Technology
UONEK,Broadcasting,Communication Services
AFRI,Farm Products,Consumer Staples
SCII,Shell Companies,Financials
OBIO,Biotechnology,Healthcare
ENLV,Biotechnology,Healthcare
FDBC,Banks - Regional,Financials
RC,REIT - Mortgage,Real Estate
QADR,Shell Companies,Financials
ARL,Real Estate Services,Real Estate
EVH,Health Information Services,Healthcare
LMNR,Farm Products,Consumer Staples
DVS,Silver,Materials
STRS,Real Estate - Diversified,Real Estate
MPTI,Electronic Components,Technology
FLXS,"Furnishings, Fixtures & Appliances",Consumer Discretionary
COPL,Shell Companies,Financials
ABEO,Biotechnology,Healthcare
HDSN,Specialty Chemicals,Materials
ATLO,Banks - Regional,Financials
CHRS,Biotechnology,Healthcare
MKLY,Shell Companies,Financials
AREC,Coking Coal,Materials
RDNW,Auto & Truck Dealerships,Consumer Discretionary
KLC,Education & Training Services,Consumer Staples
GTER,Shell Companies,Financials
GTER.A,Shell Companies,Financials
REFI,REIT - Mortgage,Real Estate
HBB,"Furnishings, Fixtures & Appliances",Consumer Discretionary
RAAQ,Shell Companies,Financials
PTNM,Household & Personal Products,Consumer Staples
GLDG,Gold,Materials
FXNC,Banks - Regional,Financials
MYFW,Banks - Regional,Financials
RWAY,Asset Management,Financials
MCGA,Shell Companies,Financials
ANL,Biotechnology,Healthcare
SND,Oil & Gas Equipment & Services,Energy
CNTX,Biotechnology,Healthcare
SOCA,Shell Companies,Financials
PCYO,Utilities - Regulated Water,Utilities
SJT,Oil & Gas Exploration & Production,Energy
ESCA,Leisure,Consumer Discretionary
PPIH,Building Products & Equipment,Industrials
MAGH,Engineering & Construction,Industrials
AUDC,Communication Equipment,Technology
FUNC,Banks - Regional,Financials
TAYD,Specialty Industrial Machinery,Industrials
TLSI,Medical Devices,Healthcare
VYGR,Biotechnology,Healthcare
LZMH,Information Technology Services,Technology
DAAQ,Shell Companies,Financials
CCCC,Biotechnology,Healthcare
NUAI,Software - Infrastructure,Technology
CLLS,Biotechnology,Healthcare
CVRX,Medical Devices,Healthcare
CFFI,Banks - Regional,Financials
TDWD,Shell Companies,Financials
USAU,Gold,Materials
RILY,Financial Conglomerates,Financials
LAW,Software - Application,Technology
MACI,Shell Companies,Financials
SLN,Biotechnology,Healthcare
FOSL,Footwear & Accessories,Consumer Discretionary
ETHM,Shell Companies,Financials
MITT,REIT - Mortgage,Real Estate
FBLA,Banks - Regional,Financials
CIA,Insurance - Life,Financials
PED,Oil & Gas Exploration & Production,Energy
SSAC,Shell Companies,Financials
SLP,Health Information Services,Healthcare
FGII,Shell Companies,Financials
LATA,Shell Companies,Financials
SPOK,Health Information Services,Healthcare
DAVA,Software - Infrastructure,Technology
CBNA,Banks - Regional,Financials
DYOR,Shell Companies,Financials
BUUU,Specialty Business Services,Industrials
TDAC,Shell Companies,Financials
IGAC,Shell Companies,Financials
HWBK,Banks - Regional,Financials
SNFCA,Insurance - Life,Financials
BLRK,Shell Companies,Financials
CLW,Paper & Paper Products,Materials
BIII,Shell Companies,Financials
NKSH,Banks - Regional,Financials
HELP,Biotechnology,Healthcare
EGHT,Software - Application,Technology
BPRN,Banks - Regional,Financials
FRAF,Banks - Regional,Financials
JAKK,Leisure,Consumer Discretionary
NUCL,Uranium,Energy
LODE,Other Precious Metals & Mining,Materials
ASUR,Software - Application,Technology
TWLV,Shell Companies,Financials
PROF,Medical Devices,Healthcare
CAMP,Biotechnology,Healthcare
BKKT,Software - Infrastructure,Technology
MRBK,Banks - Regional,Financials
JILL,Apparel Retail,Consumer Discretionary
TC,Advertising Agencies,Communication Services
VELO,Computer Hardware,Technology
HLXC,Shell Companies,Financials
ALEC,Biotechnology,Healthcare
LCNB,Banks - Regional,Financials
EIC,Asset Management,Financials
POWW,Aerospace & Defense,Industrials
RGCO,Utilities - Regulated Gas,Utilities
AMTX,Specialty Chemicals,Materials
ALMU,Semiconductors,Technology
IRAB,Shell Companies,Financials
SMWB,Software - Application,Technology
TWIN,Specialty Industrial Machinery,Industrials
OABI,Biotechnology,Healthcare
AMBR,Software - Infrastructure,Technology
EDIT,Biotechnology,Healthcare
ZH,Internet Content & Information,Communication Services
SVCO,Software - Application,Technology
LIEN,Asset Management,Financials
NLOP,REIT - Office,Real Estate
MAMK,Conglomerates,Industrials
MASS,Medical Devices,Healthcare
STEX,Capital Markets,Financials
CRAC,Shell Companies,Financials
ELDN,Biotechnology,Healthcare
PLG,Other Precious Metals & Mining,Materials
FINW,Banks - Regional,Financials
GENC,Farm & Heavy Construction Machinery,Industrials
LTRX,Communication Equipment,Technology
ONCH,Shell Companies,Financials
NIU,Auto Manufacturers,Consumer Discretionary
VTIX,Computer Hardware,Technology
NEN,Real Estate Services,Real Estate
BZAI,Software - Application,Technology
GWRS,Utilities - Regulated Water,Utilities
GSHR,Shell Companies,Financials
BNAI,Software - Infrastructure,Technology
EGAN,Software - Application,Technology
EVTL,Aerospace & Defense,Industrials
HAVA,Shell Companies,Financials
NVA,Other Industrial Metals & Mining,Materials
PEBK,Banks - Regional,Financials
SGHT,Medical Devices,Healthcare
MPAA,Auto Parts,Consumer Discretionary
KROS,Biotechnology,Healthcare
EGHA,Shell Companies,Financials
IPOD,Shell Companies,Financials
KGEI,Oil & Gas Exploration & Production,Energy
OZ,Real Estate - Development,Real Estate
VABK,Banks - Regional,Financials
OSUR,Medical Instruments & Supplies,Healthcare
SWKH,Asset Management,Financials
DUOT,Software - Application,Technology
FLYX,Airlines,Industrials
KINS,Insurance - Property & Casualty,Financials
TBRG,Health Information Services,Healthcare
BLZE,Software - Infrastructure,Technology
MRAM,Semiconductors,Technology
SUMA,Shell Companies,Financials
FENC,Biotechnology,Healthcare
EGG,Consulting Services,Industrials
MINE,Farm Products,Consumer Staples
WLII,Shell Companies,Financials
ELMD,Medical Devices,Healthcare
CMRC,Software - Application,Technology
SMHI,Marine Shipping,Industrials
IMPP,Oil & Gas Midstream,Energy
TBCH,Consumer Electronics,Technology
RDCM,Telecom Services,Communication Services
ORBS,Packaging & Containers,Consumer Discretionary
BYRN,Aerospace & Defense,Industrials
OPRT,Credit Services,Financials
AIRJ,Building Products & Equipment,Industrials
HITI,Pharmaceutical Retailers,Healthcare
OVBC,Banks - Regional,Financials
FLWS,Specialty Retail,Consumer Discretionary
AOMR,REIT - Mortgage,Real Estate
NVCT,Biotechnology,Healthcare
BEBE,Shell Companies,Financials
LOVE,"Furnishings, Fixtures & Appliances",Consumer Discretionary
MEI,Electronic Components,Technology
PESI,Waste Management,Industrials
OSG,Insurance - Specialty,Financials
CNDT,Information Technology Services,Technology
HRZN,Asset Management,Financials
FIGX,Shell Companies,Financials
UTMD,Medical Instruments & Supplies,Healthcare
STRZ,Entertainment,Communication Services
KRMD,Medical Instruments & Supplies,Healthcare
OPBK,Banks - Regional,Financials
LFAC,Shell Companies,Financials
TRVG,Internet Content & Information,Communication Services
AIIA,Shell Companies,Financials
EXOD,Software - Infrastructure,Technology
MDWD,Biotechnology,Healthcare
GRO,Other Industrial Metals & Mining,Materials
CURR,Software - Application,Technology
CGEN,Biotechnology,Healthcare
CNTB,Biotechnology,Healthcare
INFU,Medical Devices,Healthcare
DIBS,Internet Content & Information,Communication Services
ARCT,Biotechnology,Healthcare
ELTX,Biotechnology,Healthcare
PALO,Shell Companies,Financials
CXDO,Telecom Services,Communication Services
ANIK,Drug Manufacturers - Specialty & Generic,Healthcare
LUCD,Medical Devices,Healthcare
GSIT,Semiconductors,Technology
CRNT,Communication Equipment,Technology
KTWO,Shell Companies,Financials
OSS,Computer Hardware,Technology
DEFT,Capital Markets,Financials
LEE,Publishing,Communication Services
RMAX,Real Estate Services,Real Estate
GORO,Other Precious Metals & Mining,Materials
EPSN,Oil & Gas Exploration & Production,Energy
CMT,Specialty Chemicals,Materials
LAWR,Consulting Services,Industrials
MGNX,Biotechnology,Healthcare
KLTR,Software - Application,Technology
VENU,Restaurants,Consumer Discretionary
NCSM,Oil & Gas Equipment & Services,Energy
CZWI,Banks - Regional,Financials
WLAC,Shell Companies,Financials
INSG,Communication Equipment,Technology
JACK,Restaurants,Consumer Discretionary
ARQQ,Software - Infrastructure,Technology
FLX,Integrated Freight & Logistics,Industrials
SPMC,Asset Management,Financials
SEVN,REIT - Mortgage,Real Estate
ACB,Drug Manufacturers - Specialty & Generic,Healthcare
IMMR,Software - Application,Technology
MFIN,Credit Services,Financials
LANV,Luxury Goods,Consumer Discretionary
TPVG,Asset Management,Financials
EFSI,Banks - Regional,Financials
INSE,Gambling,Consumer Discretionary
PONO,Shell Companies,Financials
VUZI,Consumer Electronics,Technology
PLBY,Leisure,Consumer Discretionary
XRX,Business Equipment & Supplies,Industrials
CFBK,Banks - Regional,Financials
ELME,REIT - Residential,Real Estate
BVFL,Banks - Regional,Financials
III,Information Technology Services,Technology
AIRS,Medical Care Facilities,Healthcare
WTF,Asset Management,Financials
CMCM,Internet Content & Information,Communication Services
BWIV,Shell Companies,Financials
TCX,Software - Infrastructure,Technology
LFMD,Health Information Services,Healthcare
OGI,Drug Manufacturers - Specialty & Generic,Healthcare
LNZA,Waste Management,Industrials
MVIS,Scientific & Technical Instruments,Technology
CURV,Apparel Retail,Consumer Discretionary
ADAG,Biotechnology,Healthcare
RICK,Restaurants,Consumer Discretionary
STXS,Medical Instruments & Supplies,Healthcare
FC,Education & Training Services,Consumer Staples
OMSE,Oil & Gas Equipment & Services,Energy
UBFO,Banks - Regional,Financials
BNR,Diagnostics & Research,Healthcare
PAL,Integrated Freight & Logistics,Industrials
NUTR,Travel Services,Consumer Discretionary
NFE,Oil & Gas Midstream,Energy
CHEC,Shell Companies,Financials
INBK,Banks - Regional,Financials
INTT,Semiconductor Equipment & Materials,Technology
CBFV,Banks - Regional,Financials
FF,Specialty Chemicals,Materials
GALT,Biotechnology,Healthcare
TNXP,Biotechnology,Healthcare
PLX,Biotechnology,Healthcare
MNTK,Specialty Chemicals,Materials
SMID,Building Materials,Materials
CRBU,Biotechnology,Healthcare
BRR,Capital Markets,Financials
CHCI,Real Estate Services,Real Estate
PAMT,Trucking,Industrials
SDA,Auto & Truck Dealerships,Consumer Discretionary
HUHU,Specialty Industrial Machinery,Industrials
CTAA,Shell Companies,Financials
PERF,Software - Application,Technology
VERI,Software - Infrastructure,Technology
INGN,Medical Devices,Healthcare
RANG,Shell Companies,Financials
MDV,REIT - Industrial,Real Estate
CURI,Broadcasting,Communication Services
QTRX,Medical Devices,Healthcare
TAVI,Shell Companies,Financials
GDC,Electronic Gaming & Multimedia,Communication Services
KVHI,Telecom Services,Communication Services
ACU,Household & Personal Products,Consumer Staples
ALPS,Oil & Gas,Energy
ESP,Electrical Equipment & Parts,Industrials
DPRO,Computer Hardware,Technology
ALTG,Rental & Leasing Services,Industrials
RBKB,Banks - Regional,Financials
CPSS,Credit Services,Financials
QSI,Medical Devices,Healthcare
FCAP,Banks - Regional,Financials
SPCE,Aerospace & Defense,Industrials
BHR,REIT - Hotel & Motel,Real Estate
ASYS,Semiconductor Equipment & Materials,Technology
AGL,Medical Care Facilities,Healthcare
EARN,Asset Management,Financials
CNTN,Biotechnology,Healthcare
ABOS,Biotechnology,Healthcare
EAF,Electrical Equipment & Parts,Industrials
QUIK,Semiconductors,Technology
FNKO,Leisure,Consumer Discretionary
CITR,Asset Management,Financials
PMTS,Credit Services,Financials
CAST,Other,-
NMP,Shell Companies,Financials
ANTA,Credit Services,Financials
HTLM,Specialty Retail,Consumer Discretionary
MBOT,Medical Instruments & Supplies,Healthcare
RELL,Electronic Components,Technology
NVX,Electrical Equipment & Parts,Industrials
SNWV,Medical Devices,Healthcare
ACH,Medical Distribution,Healthcare
SGMT,Biotechnology,Healthcare
SKYX,Electrical Equipment & Parts,Industrials
EPM,Oil & Gas Exploration & Production,Energy
WHF,Asset Management,Financials
NEOV,Electrical Equipment & Parts,Industrials
EBMT,Banks - Regional,Financials
HERE,Leisure,Consumer Discretionary
EMIS,Shell Companies,Financials
KORE,Telecom Services,Communication Services
SAMG,Asset Management,Financials
LGCY,Education & Training Services,Consumer Staples
LKSP,Shell Companies,Financials
PDEX,Medical Instruments & Supplies,Healthcare
GEOS,Oil & Gas Equipment & Services,Energy
MTC,Software - Application,Technology
MRT,Software - Application,Technology
SGC,Apparel Manufacturing,Consumer Discretionary
LAFA,Shell Companies,Financials
ZEPP,Consumer Electronics,Technology
RENT,Apparel Retail,Consumer Discretionary
SPEG,Shell Companies,Financials
SMTI,Medical Instruments & Supplies,Healthcare
ALTS,Software - Application,Technology
MNSB,Banks - Regional,Financials
DLNG,Oil & Gas Midstream,Energy
RNAC,Biotechnology,Healthcare
NAKA,Capital Markets,Financials
CRBP,Biotechnology,Healthcare
NNOX,Medical Devices,Healthcare
XYF,Credit Services,Financials
RAIL,Railroads,Industrials
FNWD,Banks - Regional,Financials
MOLN,Biotechnology,Healthcare
APYX,Medical Devices,Healthcare
HNVR,Banks - Regional,Financials
NRDY,Software - Application,Technology
VTVT,Biotechnology,Healthcare
SRG,Real Estate Services,Real Estate
SXTC,Drug Manufacturers - Specialty & Generic,Healthcare
HUMA,Biotechnology,Healthcare
KRRO,Biotechnology,Healthcare
BCBP,Banks - Regional,Financials
DH,Health Information Services,Healthcare
WPAC,Shell Companies,Financials
INAC,Shell Companies,Financials
SPWR,Solar,Technology
AFJK,Shell Companies,Financials
MENS,Biotechnology,Healthcare
WHWK,Biotechnology,Healthcare
DTIL,Biotechnology,Healthcare
CCLD,Health Information Services,Healthcare
YCY,Shell Companies,Financials
HRTX,Biotechnology,Healthcare
OXSQ,Asset Management,Financials
NKTX,Biotechnology,Healthcare
ONEW,Specialty Retail,Consumer Discretionary
DGXX,Utilities - Independent Power Producers,Utilities
UIS,Information Technology Services,Technology
PNBK,Banks - Regional,Financials
NIPG,Entertainment,Communication Services
NTHI,Biotechnology,Healthcare
TKNO,Drug Manufacturers - Specialty & Generic,Healthcare
ZIP,Internet Content & Information,Communication Services
YRD,Credit Services,Financials
LARK,Banks - Regional,Financials
ATOM,Semiconductor Equipment & Materials,Technology
DOUG,Real Estate Services,Real Estate
EMPG,Medical Distribution,Healthcare
ECBK,Banks - Regional,Financials
PRQR,Biotechnology,Healthcare
TNYA,Biotechnology,Healthcare
CEPS,Shell Companies,Financials
TONX,Software - Application,Technology
CDXS,Biotechnology,Healthcare
USGO,Other Industrial Metals & Mining,Materials
CBUS,Biotechnology,Healthcare
LPRO,Credit Services,Financials
IMUX,Biotechnology,Healthcare
GIG,Shell Companies,Financials
ACHV,Biotechnology,Healthcare
RMBI,Banks - Regional,Financials
DOYU,Internet Content & Information,Communication Services
HQI,Staffing & Employment Services,Industrials
BDSX,Diagnostics & Research,Healthcare
FOA,Credit Services,Financials
EDAP,Medical Distribution,Healthcare
AP,Metal Fabrication,Industrials
CTW,Other,Communication Services
XFLH,Shell Companies,Financials
RCMT,Conglomerates,Industrials
TUSK,Conglomerates,Industrials
CRDL,Drug Manufacturers - Specialty & Generic,Healthcare
